year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_denominator,analysis_value
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19167,Sioux County,IOWA,Rural,All,"undefined",34128
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19169,Story County,IOWA,Urban,All,"undefined",36916
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19171,Tama County,IOWA,Rural,All,"undefined",28136
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19173,Taylor County,IOWA,Rural,All,"undefined",51859
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19175,Union County,IOWA,Rural,All,"undefined",33448
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19177,Van Buren County,IOWA,Rural,All,"undefined",54247
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19179,Wapello County,IOWA,Rural,All,"undefined",48660
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19181,Warren County,IOWA,Urban,All,"undefined",39754
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19183,Washington County,IOWA,Urban,All,"undefined",51696
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19185,Wayne County,IOWA,Rural,All,"undefined",26489
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19187,Webster County,IOWA,Rural,All,"undefined",30793
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19189,Winnebago County,IOWA,Rural,All,"undefined",49901
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19191,Winneshiek County,IOWA,Rural,All,"undefined",48897
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19193,Woodbury County,IOWA,Urban,All,"undefined",39478
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,19197,Wright County,IOWA,Rural,All,"undefined",59372
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20001,Allen County,KANSAS,Rural,All,"undefined",40065
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20003,Anderson County,KANSAS,Rural,All,"undefined",56696
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20005,Atchison County,KANSAS,Rural,All,"undefined",45675
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20007,Barber County,KANSAS,Rural,All,"undefined",44960
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20009,Barton County,KANSAS,Rural,All,"undefined",58238
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20011,Bourbon County,KANSAS,Rural,All,"undefined",42000
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20013,Brown County,KANSAS,Rural,All,"undefined",27033
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20015,Butler County,KANSAS,Urban,All,"undefined",41122
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20021,Cherokee County,KANSAS,Rural,All,"undefined",40361
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20023,Cheyenne County,KANSAS,Rural,All,"undefined",49583
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20027,Clay County,KANSAS,Rural,All,"undefined",41992
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20029,Cloud County,KANSAS,Rural,All,"undefined",35072
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20031,Coffey County,KANSAS,Rural,All,"undefined",33998
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20035,Cowley County,KANSAS,Rural,All,"undefined",41676
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20037,Crawford County,KANSAS,Rural,All,"undefined",41544
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20041,Dickinson County,KANSAS,Rural,All,"undefined",45707
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20045,Douglas County,KANSAS,Urban,All,"undefined",37858
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20051,Ellis County,KANSAS,Rural,All,"undefined",51066
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20053,Ellsworth County,KANSAS,Rural,All,"undefined",47053
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20055,Finney County,KANSAS,Rural,All,"undefined",64761
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20057,Ford County,KANSAS,Rural,All,"undefined",40081
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20059,Franklin County,KANSAS,Urban,All,"undefined",43583
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20061,Geary County,KANSAS,Urban,All,"undefined",44787
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20069,Gray County,KANSAS,Rural,All,"undefined",42414
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20073,Greenwood County,KANSAS,Rural,All,"undefined",55320
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20077,Harper County,KANSAS,Rural,All,"undefined",51781
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20079,Harvey County,KANSAS,Urban,All,"undefined",57155
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20085,Jackson County,KANSAS,Urban,All,"undefined",41383
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20087,Jefferson County,KANSAS,Urban,All,"undefined",38025
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20091,Johnson County,KANSAS,Urban,All,"undefined",44052
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20095,Kingman County,KANSAS,Rural,All,"undefined",44163
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20099,Labette County,KANSAS,Rural,All,"undefined",37167
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20103,Leavenworth County,KANSAS,Urban,All,"undefined",50872
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20107,Linn County,KANSAS,Urban,All,"undefined",31963
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20111,Lyon County,KANSAS,Rural,All,"undefined",47212
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20113,McPherson County,KANSAS,Rural,All,"undefined",47989
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20115,Marion County,KANSAS,Rural,All,"undefined",43255
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20117,Marshall County,KANSAS,Rural,All,"undefined",44468
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20121,Miami County,KANSAS,Urban,All,"undefined",64150
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20125,Montgomery County,KANSAS,Rural,All,"undefined",39796
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20127,Morris County,KANSAS,Rural,All,"undefined",42694
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20131,Nemaha County,KANSAS,Rural,All,"undefined",42410
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20133,Neosho County,KANSAS,Rural,All,"undefined",54680
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20139,Osage County,KANSAS,Urban,All,"undefined",36568
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20147,Phillips County,KANSAS,Rural,All,"undefined",38907
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20149,Pottawatomie County,KANSAS,Urban,All,"undefined",49278
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20151,Pratt County,KANSAS,Rural,All,"undefined",42316
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20155,Reno County,KANSAS,Rural,All,"undefined",43213
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20159,Rice County,KANSAS,Rural,All,"undefined",43898
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20161,Riley County,KANSAS,Urban,All,"undefined",36246
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20163,Rooks County,KANSAS,Rural,All,"undefined",46578
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20167,Russell County,KANSAS,Rural,All,"undefined",53014
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20169,Saline County,KANSAS,Rural,All,"undefined",48168
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20173,Sedgwick County,KANSAS,Urban,All,"undefined",45429
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20175,Seward County,KANSAS,Rural,All,"undefined",55223
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20177,Shawnee County,KANSAS,Urban,All,"undefined",44471
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20181,Sherman County,KANSAS,Rural,All,"undefined",54830
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20189,Stevens County,KANSAS,Rural,All,"undefined",47735
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20191,Sumner County,KANSAS,Urban,All,"undefined",44638
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20193,Thomas County,KANSAS,Rural,All,"undefined",56253
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20205,Wilson County,KANSAS,Rural,All,"undefined",57286
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,20209,Wyandotte County,KANSAS,Urban,All,"undefined",54670
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21001,Adair County,KENTUCKY,Rural,All,"undefined",50077
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21003,Allen County,KENTUCKY,Rural,All,"undefined",45636
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21005,Anderson County,KENTUCKY,Rural,All,"undefined",49529
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21007,Ballard County,KENTUCKY,Rural,All,"undefined",32329
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21009,Barren County,KENTUCKY,Rural,All,"undefined",45106
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21011,Bath County,KENTUCKY,Rural,All,"undefined",32812
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21013,Bell County,KENTUCKY,Rural,All,"undefined",54264
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21015,Boone County,KENTUCKY,Urban,All,"undefined",47957
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21017,Bourbon County,KENTUCKY,Urban,All,"undefined",50470
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21019,Boyd County,KENTUCKY,Urban,All,"undefined",44929
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21021,Boyle County,KENTUCKY,Rural,All,"undefined",33382
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21023,Bracken County,KENTUCKY,Urban,All,"undefined",59920
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21025,Breathitt County,KENTUCKY,Rural,All,"undefined",51230
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21027,Breckinridge County,KENTUCKY,Rural,All,"undefined",57514
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21029,Bullitt County,KENTUCKY,Urban,All,"undefined",44709
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21031,Butler County,KENTUCKY,Rural,All,"undefined",44709
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21033,Caldwell County,KENTUCKY,Rural,All,"undefined",43137
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21035,Calloway County,KENTUCKY,Rural,All,"undefined",39427
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21037,Campbell County,KENTUCKY,Urban,All,"undefined",50008
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21041,Carroll County,KENTUCKY,Rural,All,"undefined",39627
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21043,Carter County,KENTUCKY,Rural,All,"undefined",44115
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21045,Casey County,KENTUCKY,Rural,All,"undefined",42501
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21047,Christian County,KENTUCKY,Urban,All,"undefined",44332
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21049,Clark County,KENTUCKY,Urban,All,"undefined",47138
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21051,Clay County,KENTUCKY,Rural,All,"undefined",49539
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21053,Clinton County,KENTUCKY,Rural,All,"undefined",41872
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21055,Crittenden County,KENTUCKY,Rural,All,"undefined",34967
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21057,Cumberland County,KENTUCKY,Rural,All,"undefined",48808
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21059,Daviess County,KENTUCKY,Urban,All,"undefined",57200
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21061,Edmonson County,KENTUCKY,Urban,All,"undefined",44048
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21063,Elliott County,KENTUCKY,Rural,All,"undefined",55366
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21065,Estill County,KENTUCKY,Rural,All,"undefined",53658
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21067,Fayette County,KENTUCKY,Urban,All,"undefined",53630
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21069,Fleming County,KENTUCKY,Rural,All,"undefined",53093
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21071,Floyd County,KENTUCKY,Rural,All,"undefined",63900
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21073,Franklin County,KENTUCKY,Rural,All,"undefined",53014
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21075,Fulton County,KENTUCKY,Rural,All,"undefined",45374
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21079,Garrard County,KENTUCKY,Rural,All,"undefined",50871
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21081,Grant County,KENTUCKY,Urban,All,"undefined",54591
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21083,Graves County,KENTUCKY,Rural,All,"undefined",45174
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21085,Grayson County,KENTUCKY,Rural,All,"undefined",44847
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21087,Green County,KENTUCKY,Rural,All,"undefined",58210
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21089,Greenup County,KENTUCKY,Urban,All,"undefined",50003
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21091,Hancock County,KENTUCKY,Urban,All,"undefined",33010
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21093,Hardin County,KENTUCKY,Urban,All,"undefined",44451
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21095,Harlan County,KENTUCKY,Rural,All,"undefined",52235
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21097,Harrison County,KENTUCKY,Rural,All,"undefined",39375
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21099,Hart County,KENTUCKY,Rural,All,"undefined",46657
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21101,Henderson County,KENTUCKY,Urban,All,"undefined",44820
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21103,Henry County,KENTUCKY,Urban,All,"undefined",40336
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21107,Hopkins County,KENTUCKY,Rural,All,"undefined",43037
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21109,Jackson County,KENTUCKY,Rural,All,"undefined",62447
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21111,Jefferson County,KENTUCKY,Urban,All,"undefined",48757
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21113,Jessamine County,KENTUCKY,Urban,All,"undefined",48094
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21115,Johnson County,KENTUCKY,Rural,All,"undefined",45851
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21117,Kenton County,KENTUCKY,Urban,All,"undefined",53868
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21119,Knott County,KENTUCKY,Rural,All,"undefined",42559
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21121,Knox County,KENTUCKY,Rural,All,"undefined",48268
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21123,Larue County,KENTUCKY,Urban,All,"undefined",51658
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21125,Laurel County,KENTUCKY,Rural,All,"undefined",46763
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21127,Lawrence County,KENTUCKY,Rural,All,"undefined",59283
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21129,Lee County,KENTUCKY,Rural,All,"undefined",66552
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21131,Leslie County,KENTUCKY,Rural,All,"undefined",55708
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21133,Letcher County,KENTUCKY,Rural,All,"undefined",42436
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21135,Lewis County,KENTUCKY,Rural,All,"undefined",52877
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21137,Lincoln County,KENTUCKY,Rural,All,"undefined",37200
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21139,Livingston County,KENTUCKY,Rural,All,"undefined",37891
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21141,Logan County,KENTUCKY,Rural,All,"undefined",41364
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21145,McCracken County,KENTUCKY,Rural,All,"undefined",46453
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21147,McCreary County,KENTUCKY,Rural,All,"undefined",45525
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21149,McLean County,KENTUCKY,Urban,All,"undefined",41456
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21151,Madison County,KENTUCKY,Rural,All,"undefined",45842
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21153,Magoffin County,KENTUCKY,Rural,All,"undefined",46670
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21155,Marion County,KENTUCKY,Rural,All,"undefined",50509
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21157,Marshall County,KENTUCKY,Rural,All,"undefined",42235
2017,County,Average total cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,21159,Martin County,KENTUCKY,Rural,All,"undefined",49053
